158.35,14.768,-12.599,3.8667,2.8644,29.325,8.9069,18.113,42.295,11.726,72.176,-11.065,1
167.31,28.274,-26.745,-9.8746,-9.9929,35.265,10.082,25.021,48.084,0.083215,94.835,-18.977,1
142.69,5.3604,-6.8919,16.897,16.256,29.518,-14.017,1.0435,22.176,15.061,17.846,-18.999,1
145.77,1.4537,1.2386,26.515,1.5977,17.206,-12.612,19.104,23.04,10.897,18.342,-12.205,1
145.03,-3.3477,-18.376,22.486,1.0733,17.406,-11.73,6.2276,27.695,18.424,26.755,0.74477,1
149.74,1.4595,-4.6941,14.281,4.1811,21.088,-8.7721,6.4433,18.82,17.616,23.456,1.1133,1
141.96,10.79,-13.214,14.415,7.6222,14.657,-5.8023,13.95,15.245,14.211,24.132,-7.2895,1
148.02,8.9651,-7.871,10.822,4.5234,19.23,-9.9071,12.763,16.75,13.873,27.381,-4.2667,1
147.63,-1.2089,-7.6067,17.32,11.99,18.91,-13.163,3.6246,12.315,9.2955,16.365,-3.2539,1
146.86,0.74179,-11.963,9.9842,13.337,19.774,-8.2799,2.0758,12.317,17.251,17.327,-4.1485,1
142.42,10.298,-17.436,-7.2862,11.164,16.825,-8.2614,1.7846,12.558,12.303,31.259,-5.5765,1
148.83,0.37203,-9.1072,-0.40664,12.038,19.781,-15.143,9.9748,13.685,10.768,35.871,1.198,1
149.08,-8.9384,3.2834,-11.046,-16.855,59.77,-14.511,11.757,19.238,15.701,20.944,5.0005,1
160.75,-11.485,2.9843,-6.1776,-3.9082,58.294,-24.695,9.6871,20.672,25.594,24,-0.12693,1
162.74,-18.455,-1.4061,-5.4751,13.065,43.943,-20.374,4.3726,13.434,42.902,18.343,23.393,1
160.27,-13.683,-2.6082,-8.4891,-5.2637,51.982,-20.428,9.3226,13.266,38.069,22.76,15.368,1
147.39,-13.458,-12.05,-2.2219,1.1742,42.85,-17.346,18.549,20.446,35.736,28.258,-16.58,1
164.34,-14.918,-7.6326,-2.8365,12.324,49.208,-9.2363,8.5802,14.951,47.901,24.683,7.9216,1
143.37,-11.677,2.4012,3.0419,-4.3727,41.054,-19.559,12.005,16.107,47.136,17.516,-8.8977,1
150.1,-9.6825,-4.4037,-3.0316,-1.1512,49.668,-10.066,8.8506,20.076,53.334,27.655,-2.9257,1
167.55,-39.507,14.236,16.735,-11.854,101.11,-41.159,0.85515,14.572,57.671,16.661,-2.7988,1
161.57,-23.032,3.3517,13.842,-8.6484,78.093,-23.8,6.3352,17.438,55.434,22.12,-14.259,1
179.66,-42.3,9.4048,31.212,-18.645,92.017,-38.253,15.267,9.1335,88.048,23.615,-17.817,1
180.54,-39.822,7.4426,23.948,-14.394,84.536,-41.121,3.6453,16.821,87.539,20.224,-8.8713,1
169.12,-24.314,-9.3348,17.793,-13.987,79.182,-21.871,17.526,-3.0242,78.252,22.135,-12.52,1
177.89,-27.901,-5.9185,8.3833,-8.187,88.455,-23.468,13.464,9.4629,72.774,29.935,-7.0118,1
172.92,-37.311,0.81006,18.362,-19.757,92.513,-30.683,8.7644,7.2492,74.379,24.212,-15.947,1
172.79,-17.153,-5.6851,13.416,-10.072,70.239,-17.911,18.742,4.0023,67.595,23.809,-23.01,1
154.38,-3.1149,-10.565,-14.565,-0.81631,43.944,-18.858,16.673,-7.8927,71.603,24.729,-28.115,1
174.47,-6.0889,4.0305,-8.0272,-13.362,61.773,-29.57,20.679,8.0376,62.012,42.29,-23.701,1
147.36,5.7916,-7.4841,-19.522,-4.6363,23.336,-10.544,36.903,9.14,52.355,47.807,-15.928,1
153.08,2.7079,-13.727,-17.65,4.2889,17.774,-6.1777,33.763,7.9686,49.741,44.936,-23.768,1
140.08,1.7798,-8.0152,0.43459,1.8555,30.282,-2.6477,19.968,4.0686,36.706,23.559,-16.933,1
147.4,5.3772,-2.8785,-3.1844,-1.1347,26.894,-4.2782,24.533,12.975,21.344,36.149,-22.056,1
146.25,8.8295,-11.877,-11.275,-7.3477,38.807,-13.766,32.377,23.736,36.926,29.429,-20.277,1
147.6,7.1922,-14.305,-19.29,-1.0878,37.281,-15.151,28.169,17.405,27.071,37.608,-17.919,1
137.63,9.7307,1.5348,1.1948,-1.8657,34.439,-3.5914,20.386,23.512,38.632,24.02,-29.154,1
141.23,11.471,-2.7297,11.79,-2.7244,31.045,1.7426,26.833,19.693,32.295,19.793,-19.661,1
134.19,-0.60373,4.3039,14.095,1.1508,43.965,-8.2321,15.98,21.491,47.345,9.8106,-23.605,1
137.24,10.297,-2.1494,13.981,2.2244,31.438,-0.72258,19.542,17.87,37.604,8.3546,-22.427,1
146.43,-7.4605,-4.1625,12.155,-1.1663,41.201,-8.5275,18.801,17.982,63.187,13.231,-7.6399,1
586.18,287.76,-122.41,121.35,-23.32,10.708,9.5558,-65.028,49.229,113.7,-112.18,-93.318,0
572.25,291.21,12.463,101.83,2.45,15.701,-7.4552,-90.217,59.873,59.939,-95.22,-35.873,0
552.81,292.97,7.5271,112.79,11.321,26.147,26.1,-47.785,55.484,47.83,-112.76,-107.5,0
535.63,261.39,64.098,148.1,55.34,20.666,52.459,-79.812,27.632,49.363,-30.742,-46.46,0
568.48,252.5,44.262,212.63,28.752,5.2562,28.502,-69.495,63.523,52.666,-59.945,-48.281,0
566.98,165.11,82.744,254.81,57.53,66.314,87.72,-35.553,8.3846,33.977,-31.309,-77.2,0
556.8,108.31,108.59,161.39,56.929,69.388,59.045,-14.784,30.593,46.407,-34.569,-54.303,0
542.46,71.566,80.704,107.74,46.884,62.949,29.994,-35.224,48.941,32.057,-44.39,55.928,0
638.55,59.195,37.246,172.71,174.83,80.947,38.935,-107.8,40.998,-2.8732,-24.239,-52.141,0
600.39,28.573,-43.354,126.03,163.56,21.136,4.3772,-98.76,14.845,79.366,6.4101,91.423,0
626.53,10.116,-1.6694,120.01,225.22,59.488,17.788,-84.305,21.308,84.789,-44.743,97.791,0
626.87,9.9331,-102.11,110.24,152.69,45.836,3.0502,-57.022,-13.214,66.244,-56.581,52.14,0
567.03,94.825,-58.841,90.599,28.122,96.235,157.6,63.219,-33.818,89.8,-33.123,83.224,0
616,102.03,-162.7,-11.589,85.383,56.833,-28.896,-29.55,57.498,46.455,-71.56,96.657,0
615.75,138.72,-198.54,-18.857,35.671,75.769,-15.27,-23.213,100.9,54.177,-77.265,70.845,0
550.82,146.09,-118.75,16.078,56.817,-28.144,-9.7539,-52.492,138.81,76.974,-6.0046,31.35,0
583.63,323.14,-103.95,83.419,-73.307,-36.646,-8.8645,-99.289,17.143,139.75,-62.875,114.81,0
618.08,363.73,-116.26,101.87,-90.758,-35.492,-19.705,-93.822,-28.041,94.558,-33.946,-30.757,0
605.4,359.89,-95.391,92.959,-104.11,-31.258,-15.289,-92.815,-15.809,103.53,-26.159,-5.7293,0
551.7,325.85,-126.98,158.73,-131.08,-41.687,-38.392,-147.68,20.39,82.903,-25.644,8.6363,0
569.52,361.15,41.252,65.166,-40.423,-40.416,-35.746,-66.734,10.444,69.085,-29.909,-61.666,0
565.77,336.49,68.133,90.975,-17.709,-36.876,-41.953,-92.46,-42.076,101.36,-12.941,8.9216,0
613.32,343.55,91.795,179.73,-5.8341,-45.543,-37.736,-63.075,17.462,65.541,-58.501,20.939,0
528.7,186.99,31.86,205.95,-27.029,-13.573,2.5465,-19.813,-34.458,50.655,-14.315,-32.623,0
510.33,99.721,-13.613,163.66,-25.399,1.5528,25.606,-44.558,-7.5331,37.526,-45.501,-45.629,0
506.15,84.97,-6.5013,78.007,-66.621,-31.807,-26.233,-29.409,-21.439,53.681,-41.523,65.968,0
560.61,-16.928,-73.426,98.36,138.06,3.6979,-11.5,-74.287,19.445,-9.4547,-55.156,-3.7573,0
577.38,-18.272,-113.04,47.269,113.08,-59.162,-70.594,-50.611,-25.396,99.757,-16.329,28.616,0
598.29,-5.009,-90.46,121.24,143.46,-39.167,-20.449,-66.357,-10.513,125.74,-18.166,3.4048,0
620.21,52.817,-147.23,30.179,82.464,-10.385,40.825,83.972,-60.228,104.61,-94.63,-10.285,0
597.5,58.734,-152.39,-14.183,80.757,37.366,85.23,67.464,-75.24,102.82,-86.783,49.8,0
584.85,48.167,-157.87,-6.9147,76.631,-18.02,-28.063,4.1893,40.774,96.37,-68.889,49.58,0
